id,dep_delayed_15min
937,0.071195744
938,0.0013449693
939,0.13278596
940,0.17587312
941,0.19223958
942,0.15954076
943,0.16082151
944,0.053675096
945,0.04712087
946,0.2521516
947,0.109587
948,0.30405095
949,0.06700633
950,0.12512186
951,0.3538962
952,0.3327972
953,0.05328339
954,0.09470352
955,0.124221
956,0.35216564
957,0.3995329
958,0.8094449
959,0.1432572
960,0.4595846
961,0.18749735
962,0.20109165
963,0.07270009
964,0.12608995
965,0.21986482
966,0.25937203
967,0.18459012
968,0.47706136
969,0.2041077
970,0.17052038
971,0.32890132
972,0.078720205
973,0.35857445
974,0.17405151
975,0.020109117
976,0.14983934
977,0.15914136
978,0.19837712
979,0.016937027
980,0.20234464
981,0.022710867
982,0.12057475
983,0.102528855
984,0.14326072
985,0.4083826
986,0.019952655
987,0.19035412
988,0.3217135
989,0.05910421
990,0.24557643
991,0.051645804
992,0.19546813
993,0.03629516
994,0.60384196
995,0.13660169
996,0.06693011
997,0.049870435
998,0.20412117
999,0.085886955
1000,0.28997108
1001,0.33095837
1002,0.33800474
1003,0.18766607
1004,0.05558908
1005,0.1762365
1006,0.37409282
1007,0.20583516
1008,0.13911904
1009,0.44459802
1010,0.17709532
1011,0.14163922
1012,0.17295073
1013,0.004615139
1014,0.32919502
1015,0.22314398
1016,0.10729551
1017,0.31920448
1018,0.074638195
1019,0.17416893
1020,0.57217675
1021,0.0536484
1022,0.050188273
1023,0.23108262
1024,0.18450788
1025,0.086733766
1026,0.106758736
1027,0.08421862
1028,0.0039157257
1029,0.13422546
1030,0.20600958
1031,0.109971784
1032,0.1507336
1033,0.06085037
1034,0.046060752
1035,0.10289979
1036,0.037330296
1037,0.024890851
1038,0.24929443
1039,0.3623459
1040,0.107224695
1041,0.10870232
1042,0.10298143
1043,0.37132713
1044,0.1334259
1045,0.10554782
1046,0.13729194
1047,0.14331643
1048,0.0024119113
1049,0.27102536
1050,0.15277176
1051,0.09760745
1052,0.31603366
1053,0.24851523
1054,0.14631216
1055,0.15889078
1056,0.055814218
1057,0.3081336
1058,0.06439751
1059,0.022144202
1060,0.20652696
1061,0.0005942352
1062,0.04354334
1063,0.26474574
1064,0.11999838
1065,0.2450731
1066,0.015208312
1067,0.21384911
1068,0.20044243
1069,0.10942667
1070,0.25032192
1071,0.018982232
1072,0.28283376
1073,0.15273133
1074,0.48110133
1075,0.46679217
1076,0.14802946
1077,0.40635645
1078,0.16362907
1079,0.012430428
1080,0.14562282
1081,0.22783236
1082,0.2336265
1083,0.75135833
1084,0.03846853
1085,0.060089115
1086,0.030171778
1087,0.023368094
1088,0.13809615
1089,0.09531005
1090,0.03166276
1091,0.367898
1092,0.29241642
1093,0.11098094
1094,0.20641506
1095,0.115188435
1096,0.025988407
1097,0.15389389
1098,0.3411106
1099,0.26240847
1100,0.29535294
1101,0.15886092
1102,0.0044399155
1103,0.12807351
1104,0.15866664
1105,0.10340945
1106,0.28306338
1107,0.20957196
1108,0.25418293
1109,0.33764133
1110,0.24592724
1111,0.52105653
1112,0.5546214
1113,0.10344669
1114,0.512103
1115,0.08626137
1116,0.14054962
1117,0.12585121
1118,0.2911539
1119,0.19401243
1120,0.30797315
1121,0.21911997
1122,0.096538395
1123,0.25621635
1124,0.18530774
1125,0.13762502
1126,0.22763667
1127,0.15512647
1128,0.35436597
1129,0.4775574
1130,0.14942
1131,0.38471636
1132,0.3449873
1133,0.15004985
1134,0.13520612
1135,0.21536216
1136,0.05209777
1137,0.06851217
1138,0.09643046
1139,0.14591797
1140,0.06252185
1141,0.18336765
1142,0.0077117253
1143,0.061135598
1144,0.26301575
1145,0.11531894
1146,0.21106508
1147,0.1369931
1148,0.16042855
1149,0.11392451
1150,0.12976232
1151,0.3092591
1152,0.20104663
1153,0.29181966
1154,0.22267137
1155,0.070442215
1156,0.018482462
1157,0.10115646
1158,0.15250754
1159,0.013598598
1160,0.8588034
1161,0.11413982
1162,0.073565274
1163,0.6512665
1164,0.3947571
1165,0.15079762
1166,0.06864674
1167,0.21351148
1168,0.24527204
1169,0.16882555
1170,0.16288094
1171,0.28747487
1172,0.7094403
1173,0.3974686
1174,0.3019234
1175,0.71644515
1176,0.029672159
1177,0.05689639
1178,0.37440133
1179,0.16810484
1180,0.15002933
1181,0.06595694
1182,0.19768204
1183,0.14859492
1184,0.15648791
1185,0.11420591
1186,0.18677343
1187,0.02938621
1188,0.0893347
1189,0.15131156
1190,0.094226286
1191,0.045084942
1192,0.15872161
1193,0.27259827
1194,0.24909663
1195,0.5368699
1196,0.046306472
1197,0.40476257
1198,0.16126157
1199,0.11355611
1200,0.47300348
1201,0.51798975
1202,0.18191788
1203,0.3582861
1204,0.28559902
1205,0.10672839
1206,0.60538155
1207,0.06569867
1208,0.19999054
1209,0.31705374
1210,0.29967445
1211,0.08427235
1212,0.03562676
1213,0.46491045
1214,0.12751764
1215,0.15210178
1216,0.3214076
1217,0.092365295
1218,0.08126703
1219,0.056096952
1220,0.51219976
1221,0.28317666
1222,0.32343554
1223,0.30130276
1224,0.0033009378
1225,0.35352325
1226,0.09677125
1227,0.021845363
1228,0.108163334
1229,0.0756415
1230,0.18986322
1231,0.02239796
1232,0.21724874
1233,0.004118446
1234,0.29737785
1235,0.11668235
1236,0.006995668
1237,0.37908965
1238,0.24618436
1239,0.118144855
1240,0.13539003
1241,0.050297536
1242,0.056744885
1243,0.001314349
1244,0.20475157
1245,0.25918964
1246,0.16782033
1247,0.0009303555
1248,0.12335204
1249,0.4400392
1250,0.35081482
1251,0.24926308
1252,0.06747415
1253,0.24368787
1254,0.12747286
1255,0.011172414
1256,0.058351357
1257,0.15196338
1258,0.15327922
1259,0.02125074
1260,0.15748928
1261,0.17156455
1262,0.10310922
1263,0.11288477
1264,0.15937458
1265,0.1004463
1266,0.040568087
1267,0.47460997
1268,0.03592726
1269,0.25956255
1270,0.28449583
1271,0.12537688
1272,0.17970736
1273,0.30620754
1274,0.45285383
1275,0.22716253
1276,0.061269835
1277,0.075340174
1278,0.10507639
1279,0.24026835
1280,0.01831071
1281,0.14015424
1282,0.10356253
1283,0.2259173
1284,0.077908315
1285,0.9476701
1286,0.26107496
1287,0.05889242
1288,0.05833411
1289,0.16030468
1290,0.16387223
1291,0.26407492
1292,0.14601469
1293,0.016874205
1294,0.082690366
1295,0.4903341
1296,0.0861698
1297,0.082763016
1298,0.4049075
1299,0.37292242
1300,0.4944406
1301,0.078512914
1302,0.016969187
1303,0.27275437
1304,0.060683925
1305,0.25768954
1306,0.09464583
1307,0.09545578
1308,0.16527344
1309,0.02288314
1310,0.1844669
1311,0.14261654
1312,0.20654319
1313,0.22893158
1314,0.2923026
1315,0.075781785
1316,0.15516248
1317,0.14576812
1318,0.022757247
1319,0.20455356
1320,0.122160085
1321,0.1360987
1322,0.13849808
1323,0.3407721
1324,0.057783373
1325,0.07867991
1326,0.50843585
1327,0.29515323
1328,0.25820753
1329,0.015979376
1330,0.055793453
1331,0.16269651
1332,0.031196447
1333,0.015873233
1334,0.03679792
1335,0.25623825
1336,0.19420674
1337,0.41061538
1338,0.11237636
1339,0.1462643
1340,0.17155203
1341,0.09586859
1342,0.117298566
1343,0.004239578
1344,0.062105216
1345,0.26541024
1346,0.019208262
1347,0.03608402
1348,0.09607697
1349,0.07726049
1350,0.33425334
1351,0.07446538
1352,0.06721666
1353,0.0012192085
1354,0.20719226
1355,0.05703489
1356,0.059257
1357,0.17081931
1358,0.44490215
1359,0.20302822
1360,0.21493791
1361,0.14814536
1362,0.38302904
1363,0.37116262
1364,0.04211689
1365,0.096084245
1366,0.14049534
1367,0.08393327
1368,0.0011754961
1369,0.19191766
1370,0.6650122
1371,0.26841852
1372,0.010486681
1373,0.21226749
1374,0.25977543
1375,0.21084033
1376,0.050413214
1377,0.290493
1378,0.04132483
1379,0.0048759356
1380,0.2225675
1381,0.14864975
1382,0.12541679
1383,0.1941994
1384,0.18252328
1385,0.10285807
1386,0.20271932
1387,0.078567974
1388,0.15752843
1389,0.17323487
1390,0.13910098
1391,0.055086173
1392,0.007868945
1393,0.15095034
1394,0.5708953
1395,0.1369799
1396,0.03554184
1397,0.03895773
1398,0.01202423
1399,0.04456514
1400,0.004969735
1401,0.60496473
1402,0.18572973
1403,0.080726996
1404,0.00164121
1405,0.18214025
1406,0.082494676
1407,0.03241684
1408,0.00083987997
1409,0.16255826
1410,0.281526
1411,0.13398182
1412,0.3209298
1413,0.11045325
1414,0.13017532
1415,0.71985584
1416,0.6168499
1417,0.42531013
1418,0.13785249
1419,0.11049365
1420,0.42406985
1421,0.20643438
1422,0.15570149
1423,0.10152684
1424,0.1555735
1425,0.2062985
1426,0.10670048
1427,0.23668519
1428,0.024725437
1429,0.0905797
1430,0.15679264
1431,0.09828635
1432,0.11477828
1433,0.16280064
1434,0.07176118
1435,0.5103398
1436,0.0910591
1437,0.0855696
1438,0.18065281
1439,0.117662966
1440,0.10782828
1441,0.13910335
1442,0.14615731
1443,0.034143273
1444,0.10500834
1445,0.27061546
1446,0.085388415
1447,0.12443657
1448,0.15215515
1449,0.35958982
1450,0.041883636
1451,0.30991113
1452,0.302382
1453,0.10342467
1454,0.10820151
1455,0.1771665
1456,0.6190924
1457,0.19643365
1458,0.06456083
1459,0.28244257
1460,0.351514
1461,0.06667286
1462,0.22233376
1463,0.20989983
1464,0.15908284
1465,0.064777665
1466,0.10299665
1467,0.051537957
1468,0.22812502
1469,0.20289274
1470,0.24512695
1471,0.09634024
1472,0.03848153
1473,0.026401637
1474,0.040795155
1475,0.27077514
1476,0.12574856
1477,0.18997042
1478,0.13813464
1479,0.05230954
1480,0.20194179
1481,0.15600228
1482,0.05960796
1483,0.33948675
1484,0.9445203
1485,0.17620955
1486,0.017408228
1487,0.10906685
1488,0.1082889
1489,0.27171528
1490,0.34103903
1491,0.10284851
1492,0.08028243
1493,0.4623555
1494,0.5039225
1495,0.37731734
1496,0.29161274
1497,0.33796102
1498,0.22782888
1499,0.14113042
1500,0.3143196
1501,0.061718468
1502,0.30772147
1503,0.17982705
1504,0.14828034
1505,0.26641914
1506,0.48741874
1507,0.061260592
1508,0.027450169
1509,0.058203056
1510,0.48342255
1511,0.019932501
1512,0.2397787
1513,0.33207762
1514,0.07352648
1515,0.23057717
1516,0.34101063
1517,0.040503208
1518,0.08221645
1519,0.13089037
1520,0.268022
1521,0.25839055
1522,0.050670523
1523,0.018808737
1524,0.045186676
1525,0.31390053
1526,0.10925539
1527,0.17050245
1528,0.28447926
1529,0.31068397
1530,0.26127887
1531,0.022255855
1532,0.06257753
1533,0.8183256
1534,0.18440963
1535,0.09014779
1536,0.1229984
1537,0.4146152
1538,0.01258502
1539,0.15281639
1540,0.244374
1541,0.04849347
1542,0.06617412
1543,0.050193604
1544,0.0013530833
1545,0.34432253
1546,0.13135661
1547,0.20871483
1548,0.14778672
1549,0.20398065
1550,0.10964578
1551,0.07166803
1552,0.26014236
1553,0.09903831
1554,0.042680774
1555,0.29173654
1556,0.10339324
1557,0.6146685
1558,0.5743523
1559,0.27033985
1560,0.9565782
1561,0.30303606
1562,0.11489404
1563,0.025880652
1564,0.2212082
1565,0.10243471
1566,0.16754292
1567,0.20079947
1568,0.13732183
1569,0.43867353
1570,0.29529485
1571,0.07957475
1572,0.17718735
1573,0.24869421
1574,0.5140794
1575,0.23366174
1576,0.054274295
1577,0.28462005
1578,0.256368
1579,0.091558285
1580,0.15460652
1581,0.25655037
1582,0.38744903
1583,0.06295342
1584,0.14223199
1585,0.9277491
1586,0.02936873
1587,0.3777362
1588,0.074972145
1589,0.2854592
1590,0.21775195
1591,0.19822845
1592,0.15312935
1593,0.15246956
1594,0.4895268
1595,0.17198813
1596,0.08223376
1597,0.033502247
1598,0.28426012
1599,0.037659843
1600,0.000742574
1601,0.18471387
1602,0.08875384
1603,0.16591255
1604,0.28177685
1605,0.08241668
1606,0.20031567
1607,0.022683382
1608,0.07792296
1609,0.4086083
1610,0.2283932
1611,0.05070572
1612,0.5037249
1613,0.20435816
1614,0.13753621
1615,0.17812674
1616,0.002546551
1617,0.07570691
1618,0.015986275
1619,0.13134427
1620,0.025418358
1621,0.26899445
1622,0.54076564
1623,0.071173735
1624,0.2082488
1625,0.21080436
1626,0.41508994
1627,0.0926361
1628,0.4669566
1629,0.00050854706
1630,0.1930896
1631,0.613053
1632,0.10807835
1633,0.096166395
1634,0.12722324
1635,0.27944338
1636,0.36089253
1637,0.309806
1638,0.23223563
1639,0.081955135
1640,0.10142666
1641,0.16948418
1642,0.32688805
1643,0.33133462
1644,0.22529392
1645,0.39560246
1646,0.02931679
1647,0.61556244
1648,0.1016151
1649,0.0774151
1650,0.17209071
1651,0.2776295
1652,0.1756317
1653,0.17342934
1654,0.2455917
1655,0.044476543
1656,0.00034924177
1657,0.12112635
1658,0.036266018
1659,0.20766896
1660,0.29541332
1661,0.5036993
